iterations;bestFitness;averageFitness;mutations;cruces;
4300;7.76156473144986E-5;7.512160819154307E-5;7742;38700;
4305;7.76156473144986E-5;7.276548560908078E-5;7752;38745;
4310;7.76156473144986E-5;7.534884363933722E-5;7759;38790;
4315;7.76156473144986E-5;7.482747306529503E-5;7770;38835;
4320;7.76156473144986E-5;7.431418396079795E-5;7780;38880;
4325;7.76156473144986E-5;7.502541063769432E-5;7788;38925;
4330;7.76156473144986E-5;7.473951010962917E-5;7796;38970;
4335;7.76156473144986E-5;7.382701828088147E-5;7802;39015;
4340;7.76156473144986E-5;7.441713392961295E-5;7813;39060;
4345;7.76156473144986E-5;7.473795476794531E-5;7818;39105;
4350;7.76156473144986E-5;7.364262310793746E-5;7829;39150;
4355;7.76156473144986E-5;7.262171015434967E-5;7837;39195;
4360;7.76156473144986E-5;7.32657484857399E-5;7847;39240;
4365;7.76156473144986E-5;7.645177428217083E-5;7854;39285;
4370;7.76156473144986E-5;7.437621833702182E-5;7865;39330;
4375;7.76156473144986E-5;7.48772335619521E-5;7874;39375;
4380;7.76156473144986E-5;7.46674353299864E-5;7881;39420;
4385;7.76156473144986E-5;7.486224915748097E-5;7889;39465;
4390;7.76156473144986E-5;7.510911237296388E-5;7899;39510;
4395;7.76156473144986E-5;7.574021649976593E-5;7902;39555;
4400;7.76156473144986E-5;7.364066412230295E-5;7912;39600;
4405;7.76156473144986E-5;7.541084334534771E-5;7917;39645;
4410;7.76156473144986E-5;7.614889411562326E-5;7925;39690;
4415;7.76156473144986E-5;7.46317114931656E-5;7934;39735;
4420;7.76156473144986E-5;7.47163231501949E-5;7943;39780;
4425;7.76156473144986E-5;7.484920417583489E-5;7953;39825;
4430;7.76156473144986E-5;7.49234436115289E-5;7965;39870;
4435;7.76156473144986E-5;7.462309611585077E-5;7974;39915;
4440;7.76156473144986E-5;7.428056576626766E-5;7988;39960;
4445;7.76156473144986E-5;7.626876338010194E-5;7991;40005;
4450;7.76156473144986E-5;7.488175581270538E-5;7998;40050;
4455;7.76156473144986E-5;7.399425255505765E-5;8004;40095;
4460;7.76156473144986E-5;7.539635382535978E-5;8012;40140;
4465;7.76156473144986E-5;7.529435638264762E-5;8017;40185;
4470;7.76156473144986E-5;7.485561262123986E-5;8028;40230;
4475;7.76156473144986E-5;7.539893573485832E-5;8032;40275;
4480;7.76156473144986E-5;7.42837206212196E-5;8043;40320;
4485;7.76156473144986E-5;7.484259796972038E-5;8051;40365;
4490;7.77363184079602E-5;7.51396160654875E-5;8059;40410;
4495;7.788161993769471E-5;7.467947736251603E-5;8071;40455;
4500;7.788161993769471E-5;7.505288743841718E-5;8076;40500;
4505;7.788161993769471E-5;7.242528362480023E-5;8082;40545;
4510;7.817385866166354E-5;7.439783934128659E-5;8089;40590;
4515;7.866582756450598E-5;7.609370625958276E-5;8098;40635;
4520;7.866582756450598E-5;7.56362124527033E-5;8107;40680;
4525;7.866582756450598E-5;7.603081111520055E-5;8112;40725;
4530;7.881462799495586E-5;7.602900277909794E-5;8123;40770;
4535;7.881462799495586E-5;7.531661906236705E-5;8133;40815;
4540;7.886435331230284E-5;7.579194364371633E-5;8150;40860;
4545;7.946598855689765E-5;7.685215699715222E-5;8161;40905;
4550;7.946598855689765E-5;7.493677604117627E-5;8173;40950;
4555;7.946598855689765E-5;7.603803651858393E-5;8181;40995;
4560;7.951653944020357E-5;7.765795072607057E-5;8188;41040;
4565;7.951653944020357E-5;7.60119296409289E-5;8203;41085;
4570;7.951653944020357E-5;7.599239475008528E-5;8218;41130;
4575;7.951653944020357E-5;7.510965345422071E-5;8226;41175;
4580;7.951653944020357E-5;7.661302534889237E-5;8236;41220;
4585;7.951653944020357E-5;7.852316899866209E-5;8242;41265;
4590;7.951653944020357E-5;7.644574098061025E-5;8253;41310;
4595;7.951653944020357E-5;7.660201534938646E-5;8261;41355;
4600;7.951653944020357E-5;7.459578710620855E-5;8270;41400;
4605;7.951653944020357E-5;7.624804844757547E-5;8274;41445;
4610;7.951653944020357E-5;7.513044490276919E-5;8282;41490;
4615;7.951653944020357E-5;7.744399420729869E-5;8292;41535;
4620;7.951653944020357E-5;7.482058529560787E-5;8302;41580;
4625;7.951653944020357E-5;7.60826991864035E-5;8308;41625;
4630;7.951653944020357E-5;7.68041845364207E-5;8316;41670;
4635;7.951653944020357E-5;7.799572817387237E-5;8323;41715;
4640;7.951653944020357E-5;7.741332198106778E-5;8331;41760;
4645;7.966857871255577E-5;7.704186557543377E-5;8338;41805;
4650;8.017960230917254E-5;7.776461113311834E-5;8344;41850;
4655;8.017960230917254E-5;7.56800204197357E-5;8356;41895;
4660;8.017960230917254E-5;7.739584060645822E-5;8369;41940;
4665;8.017960230917254E-5;7.728912089172751E-5;8387;41985;
4670;8.061915511125443E-5;7.882230140524996E-5;8395;42030;
4675;8.061915511125443E-5;7.688435787817491E-5;8403;42075;
4680;8.061915511125443E-5;7.822703153565014E-5;8416;42120;
4685;8.061915511125443E-5;7.72667510077425E-5;8426;42165;
4690;8.061915511125443E-5;7.74023586061399E-5;8434;42210;
4695;8.061915511125443E-5;7.691059328690236E-5;8443;42255;
4700;8.061915511125443E-5;7.727622155524543E-5;8449;42300;
4705;8.061915511125443E-5;7.79220132424666E-5;8459;42345;
4710;8.061915511125443E-5;7.659654695331475E-5;8467;42390;
4715;8.061915511125443E-5;7.728422499500233E-5;8474;42435;
4720;8.061915511125443E-5;7.697594976916784E-5;8485;42480;
4725;8.061915511125443E-5;7.59160706774131E-5;8495;42525;
4730;8.061915511125443E-5;7.718205733547069E-5;8506;42570;
4735;8.061915511125443E-5;7.816171954787225E-5;8514;42615;
4740;8.061915511125443E-5;7.81267905345575E-5;8527;42660;
4745;8.061915511125443E-5;7.661630486214294E-5;8537;42705;
4750;8.061915511125443E-5;7.689749489585907E-5;8546;42750;
4755;8.061915511125443E-5;7.673077417586208E-5;8557;42795;
4760;8.061915511125443E-5;7.575259056509913E-5;8565;42840;
4765;8.061915511125443E-5;7.71263795518886E-5;8574;42885;
4770;8.061915511125443E-5;7.870701261294093E-5;8582;42930;
4775;8.067118425298483E-5;7.79251094717256E-5;8593;42975;
4780;8.067118425298483E-5;7.655850181943642E-5;8608;43020;
4785;8.067118425298483E-5;7.509893436883936E-5;8617;43065;
4790;8.067118425298483E-5;7.62667248828546E-5;8625;43110;
4795;8.067118425298483E-5;7.6336646127321E-5;8633;43155;
4800;8.067118425298483E-5;7.647014648460012E-5;8642;43200;
4805;8.067118425298483E-5;7.78789660565143E-5;8654;43245;
4810;8.067118425298483E-5;7.810730457533224E-5;8663;43290;
4815;8.067118425298483E-5;7.815203017706459E-5;8671;43335;
4820;8.067118425298483E-5;7.580136364265871E-5;8680;43380;
4825;8.067118425298483E-5;7.858855499449596E-5;8686;43425;
4830;8.067118425298483E-5;7.598518752640978E-5;8698;43470;
4835;8.069722401549386E-5;7.698503915434364E-5;8709;43515;
4840;8.069722401549386E-5;7.761062508608769E-5;8720;43560;
4845;8.069722401549386E-5;7.716123661854811E-5;8725;43605;
4850;8.069722401549386E-5;7.597471619989586E-5;8738;43650;
4855;8.069722401549386E-5;7.856279576365234E-5;8745;43695;
4860;8.069722401549386E-5;7.836095551617857E-5;8758;43740;
4865;8.069722401549386E-5;7.798301014043515E-5;8770;43785;
4870;8.069722401549386E-5;7.534103448992322E-5;8782;43830;
4875;8.069722401549386E-5;7.766940309168318E-5;8790;43875;
4880;8.069722401549386E-5;7.806369796737898E-5;8800;43920;
4885;8.069722401549386E-5;7.81473037738927E-5;8812;43965;
4890;8.069722401549386E-5;7.59298648982457E-5;8822;44010;
4895;8.069722401549386E-5;7.805189805199947E-5;8830;44055;
4900;8.069722401549386E-5;7.823364966473208E-5;8841;44100;
4905;8.085381630012937E-5;7.805822266473659E-5;8851;44145;
4910;8.085381630012937E-5;7.714414172518605E-5;8859;44190;
4915;8.085381630012937E-5;7.499151903692565E-5;8875;44235;
4920;8.085381630012937E-5;7.772803599308012E-5;8886;44280;
4925;8.090614886731392E-5;7.9116290701291E-5;8893;44325;
4930;8.090614886731392E-5;7.700966017763414E-5;8903;44370;
4935;8.090614886731392E-5;7.804446568226918E-5;8912;44415;
4940;8.090614886731392E-5;7.793809205764769E-5;8920;44460;
4945;8.090614886731392E-5;7.834035242529988E-5;8931;44505;
4950;8.090614886731392E-5;7.833811348141572E-5;8939;44550;
4955;8.090614886731392E-5;7.752073386506963E-5;8946;44595;
4960;8.090614886731392E-5;7.7395630574522E-5;8954;44640;
4965;8.090614886731392E-5;7.554695917774032E-5;8963;44685;
4970;8.090614886731392E-5;7.640317221180285E-5;8971;44730;
4975;8.090614886731392E-5;7.876824368276619E-5;8977;44775;
4980;8.090614886731392E-5;7.791125949386855E-5;8990;44820;
4985;8.090614886731392E-5;7.771366820338513E-5;9001;44865;
4990;8.090614886731392E-5;7.612845565212313E-5;9011;44910;
4995;8.090614886731392E-5;7.897532876787575E-5;9022;44955;
5000;8.090614886731392E-5;7.699005859752869E-5;9026;45000;
