iterations;bestFitness;averageFitness;mutations;cruces
2575;0.005681818181818182;0.003636363636363637;76464;383675
2580;0.005681818181818182;0.0034469696969696957;76597;384420
2585;0.005681818181818182;0.004015151515151519;76751;385165
2590;0.005681818181818182;0.003636363636363637;76894;385910
2595;0.005681818181818182;0.0037121212121212135;77051;386655
2600;0.005681818181818182;0.003522727272727272;77208;387400
2605;0.005681818181818182;0.003674242424242425;77360;388145
2610;0.005681818181818182;0.0035606060606060605;77505;388890
2615;0.005681818181818182;0.0037121212121212135;77657;389635
2620;0.005681818181818182;0.003636363636363637;77822;390380
2625;0.005681818181818182;0.003939393939393942;77963;391125
2630;0.005681818181818182;0.0035984848484848487;78096;391870
2635;0.005681818181818182;0.004128787878787884;78231;392615
2640;0.005681818181818182;0.0034090909090909076;78385;393360
2645;0.005681818181818182;0.0034469696969696957;78555;394105
2650;0.005681818181818182;0.003636363636363637;78698;394850
2655;0.005681818181818182;0.003484848484848484;78845;395595
2660;0.005681818181818182;0.003863636363636366;78991;396340
2665;0.005681818181818182;0.004015151515151519;79140;397085
2670;0.005681818181818182;0.0035606060606060605;79289;397830
2675;0.005681818181818182;0.003825757575757578;79433;398575
2680;0.005681818181818182;0.0039015151515151545;79568;399320
2685;0.005681818181818182;0.003939393939393942;79708;400065
2690;0.005681818181818182;0.003977272727272731;79866;400810
2695;0.005681818181818182;0.0034469696969696957;80026;401555
2700;0.005681818181818182;0.003825757575757578;80169;402300
2705;0.005681818181818182;0.003863636363636366;80330;403045
2710;0.005681818181818182;0.003863636363636366;80479;403790
2715;0.005681818181818182;0.004015151515151519;80620;404535
2720;0.005681818181818182;0.0040530303030303074;80768;405280
2725;0.005681818181818182;0.003674242424242425;80925;406025
2730;0.005681818181818182;0.0034090909090909076;81072;406770
2735;0.005681818181818182;0.0032954545454545433;81221;407515
2740;0.005681818181818182;0.0039015151515151545;81344;408260
2745;0.005681818181818182;0.003522727272727272;81500;409005
2750;0.005681818181818182;0.0032575757575757556;81645;409750
2755;0.005681818181818182;0.0035984848484848487;81776;410495
2760;0.005681818181818182;0.0039015151515151545;81916;411240
2765;0.005681818181818182;0.003825757575757578;82093;411985
2770;0.005681818181818182;0.0037121212121212135;82242;412730
2775;0.005681818181818182;0.0037500000000000016;82397;
2780;0.005681818181818182;0.003522727272727272;82556;
2785;0.005681818181818182;0.003522727272727272;82701;
2790;0.005681818181818182;0.004090909090909096;82869;
2795;0.005681818181818182;0.0035606060606060605;83021;
2800;0.005681818181818182;0.0035984848484848487;83191;
2805;;;83327;
2810;;;83481;
2815;;;83621;
2820;;;83780;
2825;;;83925;
2830;;;84076;
2835;;;84220;
2840;;;84378;
2845;;;84510;
2850;;;84659;
2855;;;84827;
2860;;;84989;
